id_cliente;cidade_cliente;estado_cliente;uf_cliente;ocupacao;faixa_idade
388;São Paulo;São Paulo;SP;Militar;08. 56 a 60 anos
389;São Paulo;São Paulo;SP;Militar;09. 61 a 65 anos
390;São Paulo;São Paulo;SP;Funcionário Público;04. 36 a 40 anos
391;São Paulo;São Paulo;SP;Autonômo;03. 31 a 35 anos
392;São Paulo;São Paulo;SP;Militar;07. 51 a 55 anos
393;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos
394;São Paulo;São Paulo;SP;Autonômo;03. 31 a 35 anos
395;São Paulo;São Paulo;SP;Assalariado;08. 56 a 60 anos
396;São Paulo;São Paulo;SP;Empresário;09. 61 a 65 anos
397;São Paulo;São Paulo;SP;Autonômo;06. 46 a 50 anos
398;São Paulo;São Paulo;SP;Funcionário Público;05. 41 a 45 anos
399;São Paulo;São Paulo;SP;Empresário;07. 51 a 55 anos
400;São Paulo;São Paulo;SP;Aposentado;10. Acima de 65 anos
401;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos
402;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
403;Rio de Janeiro;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
404;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
405;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
406;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;04. 36 a 40 anos
407;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
408;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
409;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
410;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
411;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
412;Rio de Janeiro;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
413;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
414;Rio de Janeiro;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos
415;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
416;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
417;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
418;Rio de Janeiro;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
419;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos
420;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
421;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
422;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
423;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos
424;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos
425;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
426;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos
427;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
428;Rio de Janeiro;Rio de Janeiro;RJ;Militar;07. 51 a 55 anos
429;Rio de Janeiro;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
430;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;08. 56 a 60 anos
431;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
432;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
433;Rio de Janeiro;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
434;Rio de Janeiro;Rio de Janeiro;RJ;Militar;04. 36 a 40 anos
435;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;04. 36 a 40 anos
436;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
437;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
438;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
439;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
440;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
441;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
442;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
443;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos
444;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
445;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
446;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos
447;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;04. 36 a 40 anos
448;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
449;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
450;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
451;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
452;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
453;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos
454;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
455;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
456;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos
457;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
458;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
459;Rio de Janeiro;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
460;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos
461;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
462;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
463;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
464;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
465;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
466;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos
467;Rio de Janeiro;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
468;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos
469;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
470;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos
471;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;08. 56 a 60 anos
472;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;09. 61 a 65 anos
473;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;07. 51 a 55 anos
474;Rio de Janeiro;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
475;Rio de Janeiro;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
476;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
477;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
478;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
479;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
480;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos
481;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
482;Rio de Janeiro;Rio de Janeiro;RJ;Militar;01. 18 a 24 anos
483;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
484;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
485;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos
486;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
487;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;05. 41 a 45 anos
488;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos
489;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
490;Rio de Janeiro;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
491;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
492;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;08. 56 a 60 anos
493;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
494;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;04. 36 a 40 anos
495;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
496;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
497;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
498;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
499;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
500;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;04. 36 a 40 anos
501;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos
502;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
503;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
504;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
505;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
506;Rio de Janeiro;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
507;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
508;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
509;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
510;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
511;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;08. 56 a 60 anos
512;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
513;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
514;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos
515;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;05. 41 a 45 anos
516;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
517;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
518;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
519;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos
520;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos
521;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
522;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
523;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
524;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
525;Rio de Janeiro;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
526;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
527;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
528;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
529;Rio de Janeiro;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
530;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;05. 41 a 45 anos
531;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
532;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;05. 41 a 45 anos
533;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
534;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
535;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
536;Rio de Janeiro;Rio de Janeiro;RJ;Militar;09. 61 a 65 anos
537;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
538;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos
539;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
540;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
541;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
542;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;07. 51 a 55 anos
543;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
544;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;03. 31 a 35 anos
545;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
546;Rio de Janeiro;Rio de Janeiro;RJ;Militar;07. 51 a 55 anos
547;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos
548;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;03. 31 a 35 anos
549;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
550;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
551;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
552;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
553;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
554;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
555;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
556;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
557;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
558;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
559;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos
560;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
561;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
562;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
563;Rio de Janeiro;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
564;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
565;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos
566;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos
567;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
568;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
569;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
570;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
571;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
572;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
573;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
574;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos
575;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
576;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
577;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;07. 51 a 55 anos
578;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
579;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
580;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
581;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
582;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
583;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
584;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
585;Rio de Janeiro;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
586;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
587;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
588;Rio de Janeiro;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
589;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
590;Rio de Janeiro;Rio de Janeiro;RJ;Militar;05. 41 a 45 anos
591;Rio de Janeiro;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
592;Rio de Janeiro;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
593;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;05. 41 a 45 anos
594;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;07. 51 a 55 anos
595;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;08. 56 a 60 anos
596;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
597;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;09. 61 a 65 anos
598;Rio de Janeiro;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
599;Rio de Janeiro;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
600;Rio de Janeiro;Rio de Janeiro;RJ;Empresário;04. 36 a 40 anos
601;Botafogo;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
602;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;04. 36 a 40 anos
603;Botafogo;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
604;Botafogo;Rio de Janeiro;RJ;Autonômo;09. 61 a 65 anos
605;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
606;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
607;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
608;Botafogo;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
609;Botafogo;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
610;Botafogo;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
611;Botafogo;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
612;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
613;Botafogo;Rio de Janeiro;RJ;Funcionário Público;09. 61 a 65 anos
614;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;05. 41 a 45 anos
615;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
616;Botafogo;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
617;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
618;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
619;Botafogo;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
620;Botafogo;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
621;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
622;Botafogo;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
623;Botafogo;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
624;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;04. 36 a 40 anos
625;Botafogo;Rio de Janeiro;RJ;Funcionário Público;08. 56 a 60 anos
626;Botafogo;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos
627;Botafogo;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
628;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;02. 26 a 30 anos
629;Botafogo;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
630;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;03. 31 a 35 anos
631;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
632;Botafogo;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
633;Botafogo;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
634;Botafogo;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
635;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
636;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
637;Botafogo;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
638;Botafogo;Rio de Janeiro;RJ;Empresário;07. 51 a 55 anos
639;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;08. 56 a 60 anos
640;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
641;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
642;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
643;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
644;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;04. 36 a 40 anos
645;Botafogo;Rio de Janeiro;RJ;Autonômo;06. 46 a 50 anos
646;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
647;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
648;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
649;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
650;Botafogo;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
651;Botafogo;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
652;Botafogo;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
653;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
654;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
655;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
656;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos
657;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;04. 36 a 40 anos
658;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
659;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;03. 31 a 35 anos
660;Botafogo;Rio de Janeiro;RJ;Assalariado;06. 46 a 50 anos
661;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;02. 26 a 30 anos
662;Botafogo;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
663;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
664;Botafogo;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
665;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
666;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
667;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
668;Botafogo;Rio de Janeiro;RJ;Militar;09. 61 a 65 anos
669;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;01. 18 a 24 anos
670;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;05. 41 a 45 anos
671;Botafogo;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
672;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;07. 51 a 55 anos
673;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
674;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
675;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;04. 36 a 40 anos
676;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;08. 56 a 60 anos
677;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
678;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Empresário;08. 56 a 60 anos
679;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;01. 18 a 24 anos
680;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;09. 61 a 65 anos
681;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;08. 56 a 60 anos
682;Botafogo;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
683;Botafogo;Rio de Janeiro;RJ;Funcionário Público;06. 46 a 50 anos
684;Botafogo;Rio de Janeiro;RJ;Funcionário Público;02. 26 a 30 anos
685;Botafogo;Rio de Janeiro;RJ;Funcionário Público;04. 36 a 40 anos
686;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Autonômo;07. 51 a 55 anos
687;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;04. 36 a 40 anos
688;Botafogo;Rio de Janeiro;RJ;Militar;03. 31 a 35 anos
689;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;01. 18 a 24 anos
690;Botafogo;Rio de Janeiro;RJ;Empresário;06. 46 a 50 anos
691;Botafogo;Rio de Janeiro;RJ;Autonômo;02. 26 a 30 anos
692;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;01. 18 a 24 anos
693;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
694;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Assalariado;07. 51 a 55 anos
695;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Funcionário Público;07. 51 a 55 anos
696;Botafogo;Rio de Janeiro;RJ;Assalariado;02. 26 a 30 anos
697;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Militar;02. 26 a 30 anos
698;Botafogo;Rio de Janeiro;RJ;Assalariado;09. 61 a 65 anos
699;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Profissional Liberal;08. 56 a 60 anos
700;Recreio dos Bandeirantes;Rio de Janeiro;RJ;Aposentado;10. Acima de 65 anos
701;Niterói;Rio de Janeiro;RJ;Militar;06. 46 a 50 anos
702;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
703;Niterói;Rio de Janeiro;RJ;Profissional Liberal;04. 36 a 40 anos
704;Niterói;Rio de Janeiro;RJ;Assalariado;03. 31 a 35 anos
705;Niterói;Rio de Janeiro;RJ;Profissional Liberal;06. 46 a 50 anos
